type,type_encoded,severity,affected_radius_km,hour,impacted_shipments,delay_min
vehicle_issue,3,6.14,50.61,22.0,9,39
weather,0,9.3,73.27,6.0,42,115
weather,0,9.83,116.74,22.0,57,151
weather,0,2.01,117.89,21.0,36,87
congestion,1,6.9,52.3,19.0,47,135
blockage,2,1.08,43.23,2.0,9,70
vehicle_issue,3,3.06,84.33,3.0,9,37
congestion,1,9.02,43.4,0.0,40,119
weather,0,6.91,95.06,21.0,43,112
congestion,1,3.93,71.15,22.0,34,91
weather,0,9.89,25.94,7.0,42,123
congestion,1,7.74,50.74,12.0,39,113
blockage,2,1.18,104.16,13.0,18,141
weather,0,1.1,65.25,9.0,26,63
vehicle_issue,3,7.19,85.49,23.0,12,54
weather,0,8.95,84.33,22.0,46,123
blockage,2,2.07,57.07,5.0,13,102
vehicle_issue,3,5.87,38.18,13.0,8,35
vehicle_issue,3,8.91,76.29,4.0,13,58
blockage,2,9.31,13.35,2.0,17,206
blockage,2,6.94,72.74,20.0,23,199
weather,0,10.0,14.62,20.0,29,88
weather,0,10.0,107.35,0.0,54,145
congestion,1,8.79,88.17,13.0,54,151
blockage,2,6.98,22.6,4.0,15,139
blockage,2,10.0,94.43,13.0,31,323
vehicle_issue,3,1.11,83.61,7.0,8,30
congestion,1,1.0,88.08,12.0,29,73
vehicle_issue,3,5.86,42.11,17.0,8,36
congestion,1,7.05,63.94,2.0,40,113
weather,0,9.86,70.31,11.0,44,122
blockage,2,7.18,43.72,8.0,19,167
weather,0,2.99,68.39,9.0,33,84
congestion,1,10.0,28.84,22.0,39,118
vehicle_issue,3,1.19,104.62,22.0,9,36
vehicle_issue,3,1.0,115.31,15.0,10,39
congestion,1,8.07,41.11,18.0,47,137
weather,0,10.0,43.26,9.0,48,137
weather,0,6.02,27.01,15.0,23,64
weather,0,1.97,103.95,11.0,32,78
vehicle_issue,3,1.02,21.55,8.0,2,10
vehicle_issue,3,9.56,94.78,18.0,16,69
blockage,2,3.19,98.97,20.0,21,168
blockage,2,6.8,40.79,8.0,17,158
congestion,1,4.27,95.6,6.0,40,106
weather,0,2.86,52.25,9.0,29,74
weather,0,6.85,41.75,22.0,29,82
blockage,2,8.06,108.69,18.0,30,297
weather,0,5.04,55.57,6.0,27,73
weather,0,6.07,7.38,14.0,18,53
vehicle_issue,3,5.05,74.68,19.0,10,43
blockage,2,5.98,78.53,8.0,22,191
congestion,1,8.94,75.23,21.0,50,141
weather,0,8.09,45.94,22.0,32,90
weather,0,2.9,80.66,5.0,29,73
congestion,1,3.02,35.79,14.0,20,54
congestion,1,6.75,56.93,5.0,38,108
blockage,2,7.04,26.64,16.0,15,144
weather,0,4.01,73.94,1.0,30,76
weather,0,8.99,95.48,15.0,49,130
weather,0,5.26,12.02,8.0,21,62
congestion,1,4.22,3.71,12.0,13,41
congestion,1,6.14,90.69,12.0,45,124
weather,0,2.13,41.48,23.0,15,40
blockage,2,7.02,42.38,2.0,18,159
congestion,1,9.05,69.68,13.0,47,136
weather,0,10.0,61.17,3.0,41,115
blockage,2,5.09,14.55,15.0,10,99
congestion,1,3.01,91.18,10.0,36,95
congestion,1,5.08,20.71,3.0,22,64
congestion,1,2.01,99.47,4.0,36,91
weather,0,7.06,90.67,2.0,42,111
congestion,1,5.14,19.31,18.0,28,82
blockage,2,1.9,87.1,21.0,18,141
weather,0,6.02,80.39,7.0,47,125
blockage,2,8.01,119.57,9.0,32,309
weather,0,2.85,87.3,1.0,30,75
blockage,2,5.21,48.55,4.0,16,137
weather,0,8.88,76.03,3.0,43,117
weather,0,8.21,79.34,22.0,42,112
congestion,1,7.8,87.33,7.0,66,184
blockage,2,4.78,55.18,18.0,17,148
blockage,2,4.95,99.04,3.0,24,199
congestion,1,5.06,31.84,4.0,26,73
weather,0,5.06,116.44,5.0,43,109
congestion,1,2.19,38.52,4.0,17,46
vehicle_issue,3,1.0,6.3,4.0,1,6
weather,0,9.14,26.17,6.0,30,87
blockage,2,5.75,108.69,10.0,27,230
congestion,1,5.85,93.81,4.0,46,126
weather,0,5.96,51.56,12.0,29,80
blockage,2,4.83,107.84,8.0,25,210
weather,0,9.08,29.24,14.0,31,90
congestion,1,4.9,25.55,13.0,24,69
weather,0,6.15,17.34,21.0,20,58
blockage,2,6.13,55.62,14.0,18,160
weather,0,1.9,61.1,16.0,21,53
weather,0,1.95,17.35,20.0,10,27
blockage,2,1.99,15.86,4.0,6,50
vehicle_issue,3,3.2,47.39,20.0,6,26
weather,0,1.86,29.54,10.0,13,33
congestion,1,2.64,67.78,15.0,30,79
vehicle_issue,3,9.94,64.31,17.0,13,59
congestion,1,3.86,20.89,5.0,18,53
congestion,1,7.77,1.92,13.0,25,79
vehicle_issue,3,3.99,77.63,6.0,9,39
blockage,2,8.82,89.81,4.0,29,301
congestion,1,8.05,58.68,21.0,42,119
vehicle_issue,3,8.82,69.54,18.0,13,57
blockage,2,3.44,114.77,4.0,23,186
blockage,2,1.16,91.12,4.0,16,127
congestion,1,3.89,42.77,2.0,24,68
vehicle_issue,3,7.88,104.06,8.0,15,63
vehicle_issue,3,6.97,66.36,5.0,11,48
vehicle_issue,3,8.11,63.64,17.0,11,51
blockage,2,9.93,80.58,9.0,29,310
congestion,1,2.83,50.42,23.0,25,66
weather,0,4.78,105.1,13.0,41,103
weather,0,5.0,19.31,21.0,18,53
vehicle_issue,3,1.89,52.71,2.0,6,23
congestion,1,7.04,7.76,23.0,24,73
weather,0,1.0,83.09,7.0,32,77
weather,0,9.07,36.2,9.0,42,119
weather,0,1.0,54.37,14.0,16,39
blockage,2,1.74,107.6,10.0,20,160
blockage,2,2.05,20.29,7.0,7,60
congestion,1,9.07,3.51,3.0,27,87
blockage,2,8.88,71.96,10.0,26,273
congestion,1,10.0,50.5,11.0,46,134
vehicle_issue,3,8.8,4.1,3.0,8,38
vehicle_issue,3,9.66,35.47,18.0,11,51
weather,0,4.97,30.04,4.0,21,58
congestion,1,1.0,34.14,1.0,13,33
vehicle_issue,3,4.81,92.17,7.0,12,48
blockage,2,3.09,40.02,7.0,11,93
vehicle_issue,3,3.03,56.79,7.0,7,30
congestion,1,7.25,33.9,22.0,31,91
weather,0,2.06,114.06,14.0,35,84
vehicle_issue,3,4.08,94.98,4.0,11,44
vehicle_issue,3,3.87,51.96,12.0,7,31
blockage,2,1.0,87.4,7.0,16,121
congestion,1,8.3,39.52,22.0,36,105
weather,0,8.07,9.61,22.0,24,70
blockage,2,6.24,52.02,14.0,18,159
blockage,2,1.0,66.18,8.0,13,98
blockage,2,8.15,43.7,3.0,20,219
weather,0,5.04,50.57,19.0,33,90
blockage,2,3.16,86.68,0.0,19,151
blockage,2,10.0,107.93,6.0,33,339
vehicle_issue,3,8.97,106.95,13.0,16,68
blockage,2,5.04,73.11,6.0,19,163
blockage,2,4.95,75.84,17.0,20,171
congestion,1,10.0,62.05,4.0,49,142
blockage,2,1.88,46.05,20.0,10,86
blockage,2,4.89,88.88,1.0,22,187
vehicle_issue,3,5.98,17.31,8.0,6,28
vehicle_issue,3,4.09,107.38,9.0,12,48
weather,0,4.01,32.76,23.0,19,53
vehicle_issue,3,1.95,29.55,17.0,4,16
vehicle_issue,3,3.16,34.05,23.0,5,22
blockage,2,4.09,96.74,12.0,22,181
blockage,2,8.93,36.39,22.0,20,229
blockage,2,3.84,73.45,9.0,18,152
congestion,1,1.97,40.96,0.0,19,49
congestion,1,8.91,80.53,4.0,51,143
vehicle_issue,3,3.88,72.84,9.0,9,37
vehicle_issue,3,10.0,120.0,16.0,18,76
weather,0,2.17,40.02,5.0,15,39
vehicle_issue,3,1.0,39.75,6.0,4,17
congestion,1,10.0,25.95,15.0,37,114
weather,0,1.0,56.32,0.0,17,42
vehicle_issue,3,1.0,100.8,21.0,9,34
weather,0,7.12,25.34,23.0,25,72
weather,0,3.81,114.77,19.0,53,132
congestion,1,4.91,2.23,22.0,16,50
congestion,1,4.9,97.01,3.0,44,118
weather,0,3.06,80.01,5.0,29,74
weather,0,4.97,109.78,20.0,41,105
congestion,1,2.91,64.57,5.0,28,74
weather,0,3.2,82.7,16.0,29,73
weather,0,3.24,7.79,13.0,10,28
vehicle_issue,3,2.06,49.35,7.0,5,22
blockage,2,6.02,93.05,10.0,24,207
weather,0,5.92,17.28,10.0,19,56
weather,0,1.0,94.11,21.0,27,64
vehicle_issue,3,4.82,39.16,12.0,7,31
congestion,1,8.15,41.66,10.0,37,108
weather,0,1.0,77.8,16.0,23,55
blockage,2,3.9,11.96,3.0,8,76
vehicle_issue,3,9.95,75.05,7.0,14,63
congestion,1,5.11,108.86,13.0,48,127
blockage,2,1.0,12.71,14.0,4,31
congestion,1,5.88,31.16,2.0,27,80
weather,0,4.69,1.21,7.0,18,54
vehicle_issue,3,2.99,62.03,10.0,7,31
vehicle_issue,3,1.06,88.33,0.0,8,30
vehicle_issue,3,8.93,107.56,13.0,16,69
weather,0,8.88,44.87,20.0,35,99
blockage,2,6.83,17.34,22.0,14,134
blockage,2,1.0,4.11,15.0,2,21
weather,0,8.83,37.79,7.0,44,125
vehicle_issue,3,4.83,61.46,17.0,9,39
weather,0,4.93,110.89,15.0,41,105
congestion,1,9.28,25.27,0.0,35,106
vehicle_issue,3,5.35,93.0,0.0,12,48
blockage,2,3.18,57.64,23.0,14,118
blockage,2,3.1,101.0,20.0,21,173
congestion,1,9.71,101.08,9.0,79,222
vehicle_issue,3,6.4,103.91,7.0,13,55
weather,0,6.06,47.9,2.0,28,77
blockage,2,5.84,44.88,5.0,16,147
weather,0,3.4,24.28,2.0,14,39
weather,0,4.99,30.97,2.0,20,57
blockage,2,10.0,71.65,20.0,28,299
congestion,1,1.95,115.24,18.0,53,133
weather,0,10.0,71.73,18.0,59,161
vehicle_issue,3,3.1,51.23,1.0,6,27
congestion,1,3.13,28.79,8.0,23,65
vehicle_issue,3,1.19,77.77,14.0,7,28
weather,0,7.02,25.92,13.0,25,72
weather,0,4.03,15.91,7.0,18,51
congestion,1,4.99,14.15,9.0,24,74
blockage,2,5.84,101.48,17.0,26,219
congestion,1,6.86,45.03,20.0,35,101
weather,0,9.95,111.55,23.0,55,148
blockage,2,6.19,58.41,17.0,19,168
vehicle_issue,3,2.07,84.82,6.0,8,33
weather,0,7.99,98.26,21.0,47,124
congestion,1,1.0,106.89,14.0,35,85
congestion,1,8.82,22.08,18.0,43,131
blockage,2,2.87,26.54,8.0,9,80
weather,0,8.02,16.65,13.0,26,75
weather,0,2.0,55.15,12.0,19,48
weather,0,5.12,17.5,17.0,23,67
blockage,2,6.97,78.49,1.0,24,206
weather,0,7.09,46.45,12.0,30,83
blockage,2,1.0,112.04,4.0,20,155
congestion,1,1.0,97.77,3.0,32,80
congestion,1,10.0,86.21,19.0,73,206
vehicle_issue,3,6.0,82.29,12.0,11,49
vehicle_issue,3,9.11,3.56,8.0,8,38
vehicle_issue,3,1.18,14.11,16.0,2,7
vehicle_issue,3,5.18,52.64,0.0,8,36
weather,0,6.24,106.72,21.0,44,114
vehicle_issue,3,10.0,12.75,7.0,9,44
weather,0,7.95,52.69,2.0,34,95
congestion,1,7.34,95.38,16.0,50,136
blockage,2,3.43,41.54,20.0,11,95
blockage,2,9.8,108.46,23.0,34,344
blockage,2,3.91,113.91,18.0,24,199
blockage,2,3.05,7.42,20.0,6,57
congestion,1,8.03,73.05,7.0,60,169
blockage,2,9.75,19.49,18.0,19,232
congestion,1,8.86,54.65,0.0,43,125
congestion,1,2.03,110.07,22.0,38,97
blockage,2,8.97,11.9,19.0,16,201
blockage,2,4.09,112.61,15.0,24,199
congestion,1,3.29,116.88,22.0,45,115
weather,0,9.81,78.06,12.0,47,128
congestion,1,10.0,40.81,7.0,56,165
congestion,1,4.28,30.24,12.0,21,61
weather,0,1.0,52.87,1.0,16,40
weather,0,2.82,23.22,22.0,14,37
vehicle_issue,3,5.94,4.26,12.0,5,25
congestion,1,1.0,7.26,0.0,6,16
blockage,2,3.09,82.05,14.0,18,144
weather,0,2.1,5.91,12.0,6,18
vehicle_issue,3,10.0,35.38,23.0,11,51
weather,0,4.06,81.34,18.0,41,105
congestion,1,3.98,22.82,6.0,19,54
vehicle_issue,3,5.06,42.68,0.0,7,32
weather,0,1.29,5.6,10.0,4,11
blockage,2,5.64,13.5,19.0,12,113
vehicle_issue,3,10.0,26.36,17.0,10,48
weather,0,9.07,14.37,20.0,28,82
weather,0,2.99,56.81,19.0,29,76
vehicle_issue,3,1.05,15.33,12.0,2,9
congestion,1,8.18,35.37,19.0,46,135
vehicle_issue,3,8.92,88.17,19.0,14,62
vehicle_issue,3,10.0,78.27,2.0,14,64
vehicle_issue,3,5.78,47.26,3.0,9,38
vehicle_issue,3,5.09,109.85,5.0,13,54
vehicle_issue,3,8.0,96.21,22.0,14,60
congestion,1,7.04,74.55,20.0,43,120
vehicle_issue,3,8.11,54.73,1.0,11,48
congestion,1,2.91,7.92,22.0,11,35
blockage,2,10.0,49.74,0.0,24,270
weather,0,1.3,66.84,18.0,26,62
vehicle_issue,3,1.0,120.0,12.0,10,40
blockage,2,6.92,114.16,15.0,29,249
vehicle_issue,3,6.19,12.05,17.0,6,28
congestion,1,6.15,116.82,20.0,53,142
congestion,1,9.77,92.83,16.0,57,161
blockage,2,9.08,83.36,13.0,28,288
vehicle_issue,3,8.12,108.96,13.0,15,65
blockage,2,1.99,39.06,23.0,10,80
vehicle_issue,3,1.23,51.06,18.0,5,19
weather,0,1.76,103.05,14.0,32,79
vehicle_issue,3,6.68,13.43,14.0,7,32
blockage,2,8.16,86.12,7.0,26,270
vehicle_issue,3,7.88,98.04,20.0,14,61
weather,0,1.99,105.11,17.0,43,104
congestion,1,2.83,28.35,2.0,17,48
weather,0,4.13,82.7,19.0,41,105
congestion,1,7.05,11.48,23.0,24,75
vehicle_issue,3,1.0,104.14,17.0,9,35
blockage,2,8.81,57.5,21.0,24,259
vehicle_issue,3,1.0,78.09,18.0,7,27
blockage,2,6.05,104.34,21.0,26,219
vehicle_issue,3,9.92,60.22,13.0,13,58
vehicle_issue,3,1.93,61.26,8.0,7,26
blockage,2,7.0,58.04,11.0,20,180
vehicle_issue,3,6.1,73.51,22.0,11,46
weather,0,9.06,86.61,16.0,46,124
blockage,2,6.18,95.35,3.0,25,212
blockage,2,8.99,3.2,9.0,15,194
vehicle_issue,3,5.15,42.56,1.0,7,33
blockage,2,1.83,55.05,21.0,12,95
weather,0,7.06,14.5,9.0,28,83
blockage,2,10.0,91.39,1.0,30,318
vehicle_issue,3,5.35,64.37,22.0,9,39
weather,0,8.9,1.0,20.0,24,73
weather,0,8.82,76.62,23.0,43,118
blockage,2,6.88,41.81,8.0,18,162
blockage,2,7.91,85.35,11.0,27,273
blockage,2,6.06,25.8,12.0,13,123
weather,0,8.81,1.85,18.0,31,94
blockage,2,4.05,12.2,19.0,8,78
blockage,2,6.01,52.32,12.0,18,160
vehicle_issue,3,1.14,90.46,13.0,8,31
congestion,1,2.09,73.19,2.0,28,72
congestion,1,6.12,5.74,4.0,19,60
weather,0,8.07,72.9,15.0,39,107
blockage,2,1.18,58.76,10.0,11,86
blockage,2,1.0,93.58,3.0,17,131
congestion,1,1.0,29.67,2.0,12,32
blockage,2,6.0,82.79,15.0,23,200
vehicle_issue,3,4.01,75.75,21.0,9,39
weather,0,1.0,75.93,5.0,22,53
blockage,2,8.08,49.47,13.0,21,227
blockage,2,5.8,3.52,6.0,10,99
weather,0,1.0,26.56,19.0,11,29
weather,0,7.0,100.12,16.0,45,117
congestion,1,10.0,73.02,8.0,68,194
weather,0,4.92,70.03,11.0,31,82
congestion,1,10.0,61.3,12.0,49,142
weather,0,5.25,10.15,19.0,20,60
vehicle_issue,3,1.23,41.76,11.0,4,17
blockage,2,2.27,72.83,16.0,15,122
congestion,1,1.16,13.99,11.0,8,21
vehicle_issue,3,4.09,109.85,7.0,12,49
weather,0,3.89,8.6,14.0,13,38
blockage,2,4.92,81.4,18.0,21,178
blockage,2,5.14,38.85,23.0,14,124
vehicle_issue,3,8.73,105.41,1.0,16,67
weather,0,1.2,100.03,23.0,28,68
blockage,2,8.91,41.76,17.0,21,238
vehicle_issue,3,2.92,54.51,6.0,7,29
vehicle_issue,3,10.0,116.07,9.0,17,75
weather,0,2.04,71.83,16.0,24,60
vehicle_issue,3,1.94,2.63,7.0,2,9
congestion,1,1.86,96.28,8.0,44,112
congestion,1,2.77,45.54,12.0,22,60
weather,0,9.68,35.18,16.0,35,100
weather,0,5.22,98.44,21.0,39,100
congestion,1,1.97,116.14,20.0,41,103
weather,0,6.87,8.88,6.0,20,61
blockage,2,6.11,49.13,4.0,17,153
blockage,2,7.88,33.29,23.0,18,209
congestion,1,7.89,107.73,22.0,56,154
blockage,2,8.18,106.82,14.0,29,293
blockage,2,2.11,108.37,16.0,21,162
weather,0,5.03,2.81,6.0,15,44
congestion,1,6.92,5.4,14.0,23,72
vehicle_issue,3,6.04,65.69,16.0,10,44
weather,0,10.0,19.48,7.0,41,120
vehicle_issue,3,10.0,14.89,17.0,9,44
vehicle_issue,3,9.18,33.82,9.0,10,46
congestion,1,2.85,87.5,12.0,35,90
congestion,1,5.96,83.1,1.0,42,116
weather,0,9.08,93.63,3.0,48,129
blockage,2,2.91,8.28,15.0,6,58
weather,0,8.14,92.17,19.0,58,155
vehicle_issue,3,3.2,63.91,13.0,7,30
congestion,1,2.01,38.92,19.0,23,61
vehicle_issue,3,3.06,73.52,19.0,8,34
vehicle_issue,3,9.97,94.87,18.0,16,69
congestion,1,9.96,15.34,19.0,44,137
blockage,2,9.19,95.35,18.0,30,306
weather,0,2.87,69.31,19.0,33,85
weather,0,8.12,74.81,9.0,52,142
blockage,2,2.93,105.22,9.0,22,175
congestion,1,1.87,88.49,11.0,32,81
congestion,1,3.15,71.34,12.0,30,79
weather,0,2.1,42.66,15.0,16,41
vehicle_issue,3,6.9,60.05,13.0,11,47
congestion,1,6.97,102.27,3.0,51,140
congestion,1,1.0,120.0,9.0,51,124
congestion,1,2.04,91.51,14.0,33,85
congestion,1,4.93,94.42,0.0,44,116
blockage,2,2.26,83.07,2.0,17,133
vehicle_issue,3,8.83,92.42,22.0,15,64
blockage,2,4.77,29.69,20.0,13,116
weather,0,4.98,50.58,13.0,26,71
vehicle_issue,3,1.0,68.0,2.0,6,24
congestion,1,7.88,66.79,6.0,44,125
weather,0,7.91,71.61,18.0,51,139
weather,0,8.0,116.43,17.0,67,174
vehicle_issue,3,5.97,100.31,5.0,13,55
congestion,1,3.04,99.32,1.0,39,100
weather,0,1.0,98.01,22.0,29,68
vehicle_issue,3,3.94,94.89,17.0,11,45
congestion,1,6.09,82.32,15.0,43,116
vehicle_issue,3,1.66,28.79,20.0,4,17
vehicle_issue,3,1.06,102.43,10.0,9,35
weather,0,2.68,34.88,2.0,17,45
blockage,2,1.0,85.04,1.0,16,121
blockage,2,1.08,13.32,23.0,4,33
weather,0,5.05,64.13,14.0,30,80
congestion,1,7.91,40.24,17.0,46,136
congestion,1,5.04,83.88,9.0,53,142
weather,0,1.0,101.81,2.0,29,70
blockage,2,4.21,4.11,19.0,7,67
congestion,1,1.12,14.24,19.0,10,26
vehicle_issue,3,6.86,113.83,19.0,14,61
vehicle_issue,3,3.21,30.32,12.0,5,21
blockage,2,4.03,88.7,16.0,20,170
weather,0,9.83,98.45,7.0,67,180
weather,0,6.18,91.06,6.0,39,101
weather,0,8.25,1.0,0.0,22,67
congestion,1,3.96,89.54,4.0,39,102
vehicle_issue,3,10.0,114.18,10.0,17,75
weather,0,8.0,43.13,11.0,32,91
blockage,2,6.09,85.29,10.0,23,199
weather,0,6.12,33.77,10.0,24,68
congestion,1,7.15,117.07,5.0,57,153
blockage,2,1.72,24.02,16.0,7,63
vehicle_issue,3,2.92,35.28,10.0,5,23
vehicle_issue,3,7.14,19.74,12.0,7,34
blockage,2,4.9,115.46,14.0,26,218
weather,0,8.05,68.43,11.0,39,105
congestion,1,5.86,30.83,13.0,27,79
vehicle_issue,3,1.1,15.81,11.0,2,9
weather,0,7.01,107.15,9.0,59,155
blockage,2,7.09,7.82,12.0,13,122
blockage,2,4.06,78.84,16.0,19,157
vehicle_issue,3,7.79,73.69,20.0,12,54
weather,0,4.31,91.63,2.0,35,88
weather,0,1.8,85.35,4.0,27,65
weather,0,2.37,102.35,2.0,31,76
congestion,1,9.68,5.18,0.0,32,100
blockage,2,4.01,53.58,19.0,15,127
weather,0,4.79,10.58,5.0,16,46
blockage,2,4.24,48.79,6.0,14,123
weather,0,7.85,66.65,7.0,50,136
blockage,2,6.84,71.68,20.0,23,198
congestion,1,9.01,111.47,14.0,60,166
vehicle_issue,3,9.21,111.02,2.0,16,69
congestion,1,10.0,38.77,20.0,41,123
vehicle_issue,3,3.97,84.17,23.0,10,41
weather,0,5.95,83.85,17.0,49,129
weather,0,4.08,115.5,11.0,40,101
weather,0,7.99,9.9,23.0,24,71
congestion,1,8.01,71.89,1.0,46,130
vehicle_issue,3,2.98,49.11,0.0,6,27
weather,0,9.09,41.46,18.0,45,127
vehicle_issue,3,3.07,73.18,4.0,8,34
blockage,2,10.0,32.28,1.0,21,251
congestion,1,8.9,5.66,2.0,29,90
congestion,1,1.0,92.55,10.0,31,77
vehicle_issue,3,3.99,9.83,15.0,4,19
blockage,2,3.97,40.62,10.0,13,112
weather,0,9.13,71.42,10.0,42,115
vehicle_issue,3,7.84,75.66,3.0,12,55
congestion,1,1.19,79.99,7.0,35,88
weather,0,8.96,119.75,22.0,54,144
vehicle_issue,3,3.18,46.52,7.0,6,27
vehicle_issue,3,4.38,19.49,8.0,5,21
congestion,1,2.15,14.72,21.0,11,32
blockage,2,2.09,62.89,1.0,13,106
weather,0,6.17,46.44,1.0,28,76
vehicle_issue,3,1.0,112.88,21.0,10,37
congestion,1,1.04,61.8,7.0,28,70
congestion,1,7.9,55.74,5.0,40,116
blockage,2,3.91,100.42,11.0,23,188
congestion,1,7.05,97.49,0.0,50,136
blockage,2,10.0,86.63,9.0,30,313
blockage,2,1.06,61.06,0.0,12,93
congestion,1,8.02,27.83,16.0,33,98
vehicle_issue,3,1.96,67.97,20.0,7,29
congestion,1,8.14,16.38,14.0,28,87
vehicle_issue,3,3.91,64.43,4.0,8,35
congestion,1,2.04,100.31,19.0,48,121
blockage,2,3.17,61.56,15.0,15,123
blockage,2,4.11,9.86,20.0,8,75
vehicle_issue,3,8.0,4.48,21.0,7,33
weather,0,6.73,104.33,9.0,59,153
weather,0,7.95,23.99,23.0,28,81
vehicle_issue,3,1.32,66.28,20.0,6,23
vehicle_issue,3,9.96,93.3,14.0,15,68
blockage,2,5.0,31.53,15.0,13,117
congestion,1,2.03,90.05,10.0,33,83
congestion,1,10.0,11.85,20.0,33,103
blockage,2,7.9,91.78,1.0,27,276
blockage,2,1.11,7.37,11.0,3,26
congestion,1,5.06,31.45,2.0,25,72
weather,0,9.74,32.21,0.0,34,99
weather,0,6.62,108.86,22.0,46,120
congestion,1,1.92,65.32,15.0,25,66
blockage,2,7.82,98.14,11.0,29,290
congestion,1,2.05,73.35,23.0,27,70
blockage,2,3.94,96.19,2.0,22,180
congestion,1,2.07,67.87,22.0,26,67
congestion,1,7.07,51.62,11.0,37,106
blockage,2,9.85,81.38,3.0,29,305
blockage,2,1.0,36.58,7.0,7,58
vehicle_issue,3,6.92,109.64,11.0,14,61
vehicle_issue,3,3.14,111.02,19.0,11,45
congestion,1,7.97,9.96,20.0,27,84
blockage,2,2.19,111.34,3.0,21,164
congestion,1,4.2,22.41,9.0,24,71
vehicle_issue,3,2.98,81.02,9.0,9,37
blockage,2,8.91,101.61,12.0,30,308
vehicle_issue,3,1.0,30.4,13.0,3,13
congestion,1,6.11,12.31,23.0,22,68
weather,0,1.98,91.22,6.0,29,71
weather,0,5.89,54.64,11.0,30,80
blockage,2,8.13,60.56,6.0,22,239
vehicle_issue,3,8.14,94.91,4.0,14,60
blockage,2,1.0,32.13,9.0,7,53
vehicle_issue,3,8.05,11.5,0.0,7,36
congestion,1,3.09,114.67,18.0,57,145
vehicle_issue,3,7.26,86.26,11.0,12,53
vehicle_issue,3,9.98,77.55,10.0,14,64
weather,0,2.0,40.91,12.0,16,40
vehicle_issue,3,4.1,118.78,12.0,13,52
weather,0,9.19,27.03,22.0,31,88
blockage,2,2.06,21.86,14.0,7,59
congestion,1,3.03,39.24,19.0,27,74
congestion,1,5.92,88.69,19.0,58,158
vehicle_issue,3,9.95,26.78,1.0,10,49
blockage,2,2.98,40.04,19.0,11,94
weather,0,4.11,65.67,19.0,35,92
weather,0,8.07,78.61,15.0,41,111
weather,0,1.9,20.68,1.0,10,27
congestion,1,4.13,80.01,0.0,36,95
weather,0,3.97,47.5,0.0,22,60
congestion,1,4.98,42.69,16.0,28,78
vehicle_issue,3,6.12,11.54,13.0,6,27
vehicle_issue,3,3.13,115.36,8.0,12,47
vehicle_issue,3,4.05,83.01,12.0,10,41
congestion,1,10.0,10.72,10.0,34,105
blockage,2,8.72,42.82,7.0,22,243
vehicle_issue,3,10.0,12.38,18.0,9,43
weather,0,6.85,66.03,11.0,35,95
vehicle_issue,3,6.0,83.56,13.0,12,49
blockage,2,3.0,6.26,22.0,6,57
congestion,1,1.99,108.63,21.0,39,99
congestion,1,5.86,43.68,16.0,32,90
congestion,1,4.8,27.97,21.0,24,69
weather,0,7.71,12.24,8.0,33,96
weather,0,1.0,19.65,8.0,10,25
congestion,1,9.02,102.57,22.0,58,160
weather,0,2.09,58.73,21.0,20,51
blockage,2,4.18,96.95,3.0,22,179
congestion,1,4.13,27.95,0.0,20,59
congestion,1,10.0,39.12,4.0,42,124
weather,0,7.85,50.03,18.0,44,122
vehicle_issue,3,1.17,57.28,5.0,5,21
blockage,2,9.06,11.24,23.0,16,204
congestion,1,6.81,7.64,5.0,23,72
blockage,2,1.16,117.88,4.0,21,159
congestion,1,7.87,78.55,1.0,48,135
weather,0,1.0,5.28,22.0,5,12
blockage,2,5.23,90.0,7.0,23,191
vehicle_issue,3,2.04,44.38,19.0,5,21
blockage,2,1.0,94.25,13.0,17,131
blockage,2,5.92,114.48,3.0,28,233
weather,0,7.16,6.65,5.0,19,59
blockage,2,4.82,115.11,2.0,27,219
blockage,2,3.98,21.25,2.0,10,89
congestion,1,5.98,37.95,19.0,38,109
weather,0,2.41,76.03,15.0,25,61
vehicle_issue,3,1.0,86.39,3.0,8,30
congestion,1,1.79,18.78,10.0,12,35
congestion,1,1.0,17.48,5.0,8,22
blockage,2,7.91,36.02,15.0,18,210
congestion,1,7.01,42.42,3.0,33,96
blockage,2,1.93,38.35,5.0,9,79
blockage,2,6.13,23.23,16.0,13,122
congestion,1,5.01,115.57,18.0,65,171
weather,0,1.86,97.4,23.0,30,74
weather,0,9.97,116.35,23.0,57,151
vehicle_issue,3,9.96,13.49,17.0,9,44
blockage,2,8.17,9.02,6.0,14,180
congestion,1,9.13,64.81,19.0,60,173
congestion,1,6.11,74.11,15.0,40,111
blockage,2,8.89,76.74,23.0,27,281
vehicle_issue,3,6.05,10.91,18.0,6,28
vehicle_issue,3,1.83,101.33,19.0,10,38
blockage,2,2.1,59.81,13.0,13,103
congestion,1,9.18,44.31,19.0,53,154
vehicle_issue,3,4.69,59.7,6.0,9,38
vehicle_issue,3,7.99,4.68,2.0,7,34
congestion,1,1.99,28.09,5.0,14,38
vehicle_issue,3,5.14,119.81,13.0,14,56
vehicle_issue,3,1.0,68.89,15.0,6,24
vehicle_issue,3,2.91,9.94,11.0,3,15
weather,0,2.03,35.58,11.0,15,37
weather,0,3.09,23.8,4.0,14,38
congestion,1,7.03,111.83,20.0,54,147
vehicle_issue,3,1.14,98.91,5.0,9,33
weather,0,2.11,62.85,2.0,22,56
weather,0,6.93,115.01,3.0,48,125
weather,0,2.01,43.8,0.0,17,43
